GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9		
ENSG00000126088	309	310	291	390	903	1417	1538	477	620		
ENSG00000234315	0	1	0	0	1	0	0	0	1		
ENSG00000162408	175	371	213	488	602	627	604	383	497		
ENSG00000229519	0	2	2	5	6	6	4	5	5		
ENSG00000173662	0	5	0	1	4	5	0	1	1		
ENSG00000204859	97	296	138	323	486	664	611	484	384		
ENSG00000230735	0	0	1	2	10	5	3	1	2		
ENSG00000171488	199	128	94	212	839	683	626	215	215		
ENSG00000226394	0	0	0	0	0	0	0	0	0		
ENSG00000237200	1	4	2	7	15	18	8	6	8		
ENSG00000070886	0	0	0	0	0	0	0	0	0		
ENSG00000276835	0	0	0	1	0	0	0	0	0		
ENSG00000265422	0	0	0	1	0	0	0	0	0		
ENSG00000223776	0	43	53	52	144	116	206	93	49		
ENSG00000273058	4	6	2	5	27	12	40	8	13		
ENSG00000230325	1	23	5	32	50	37	32	21	20		
ENSG00000119285	321	1706	1077	1839	4548	3528	4856	2894	2486		
ENSG00000226498	0	0	0	0	1	0	0	1	3		
ENSG00000237991	15	42	28	47	17	17	21	51	70		
ENSG00000244020	0	0	0	0	0	1	0	1	0		
ENSG00000288099	0	0	0	0	0	0	0	0	0		
ENSG00000225886	3	3	5	27	24	22	13	26	4		
ENSG00000206767	0	0	0	0	1	0	0	2	0		
ENSG00000226662	0	0	0	0	0	0	0	0	0		
ENSG00000207095	0	0	0	0	0	1	0	0	0		
ENSG00000231344	1	0	1	4	2	3	5	2	4		
ENSG00000230833	0	0	0	0	0	0	0	0	0		
ENSG00000117758	468	870	623	703	1839	2681	2577	1328	1136		
ENSG00000269971	1	3	1	0	1	0	1	4	3		
ENSG00000270031	1	5	2	2	10	5	4	3	2		
ENSG00000223062	0	0	0	0	0	0	0	0	0		
ENSG00000286433	0	42	29	51	76	161	151	59	66		
ENSG00000117751	318	751	395	782	1256	2280	1882	862	1037		
ENSG00000252947	0	1	0	0	3	0	2	0	0		
ENSG00000130775	399	216	284	507	892	975	616	703	372		
ENSG00000117748	298	550	416	645	940	2378	1390	821	784		
ENSG00000223643	0	0	0	0	0	0	0	0	0		
ENSG00000230239	0	0	0	0	0	0	0	0	0		
ENSG00000263811	0	0	0	0	0	0	0	0	0		
ENSG00000277234	0	0	0	0	0	0	0	0	0		
ENSG00000235241	0	25	12	20	46	63	120	36	45		
ENSG00000207005	0	0	0	1	1	0	0	1	0		
ENSG00000117122	87	51	269	320	539	883	1409	257	136		
ENSG00000159363	286	800	683	853	540	1032	996	2747	1723		
ENSG00000117115	204	623	87	70	3022	764	3661	355	677		
ENSG00000282843	0	0	0	0	1	0	0	1	0		
ENSG00000142623	1170	48	40	9	41	19	244	15	13		
ENSG00000142619	53	3	1	1	15	14	3	8	7		
ENSG00000266634	0	0	0	0	1	1	0	0	0		
ENSG00000199459	0	0	0	1	1	0	0	0	0		
ENSG00000273264	1	4	0	2	10	6	7	3	0		
ENSG00000282057	2	3	3	2	16	9	18	6	0		
ENSG00000199934	0	0	0	0	0	0	0	0	0		
ENSG00000142871	654	580	1710	1487	3830	6703	2516	2054	2959		
ENSG00000226643	0	0	0	0	0	0	0	0	0		
ENSG00000234419	0	0	0	0	1	0	0	0	0		
ENSG00000276997	1	3	0	4	6	10	9	1	8		
ENSG00000222399	0	0	0	0	0	0	0	0	0		
ENSG00000267305	0	0	0	0	1	0	1	0	0		
ENSG00000143512	0	5	2	6	16	9	17	9	8		
ENSG00000143498	68	140	94	151	412	242	435	352	205		
ENSG00000154305	473	1819	804	1108	4429	2953	4159	4524	2198		
ENSG00000229399	0	1	1	1	5	1	1	1	2		
ENSG00000272750	8	254	110	167	756	559	729	653	296		
ENSG00000186063	534	861	512	776	1925	1970	2701	1614	845		
ENSG00000162819	454	1087	712	1176	2900	2331	3338	2007	1530		
ENSG00000234523	1	0	0	0	1	1	1	2	1		
ENSG00000164010	35	297	124	220	855	659	1442	182	298		
ENSG00000164011	30	124	64	146	266	310	378	125	98		
ENSG00000233708	0	0	0	0	0	1	1	0	0		
ENSG00000225099	1	1	4	2	2	2	6	1	4		
ENSG00000284138	3	1	0	2	1	2	0	4	2		
ENSG00000207256	0	0	0	0	0	0	1	0	0		
ENSG00000283136	0	0	0	0	0	0	0	0	0		
ENSG00000277513	0	0	0	0	0	0	0	0	0		
ENSG00000154309	24	79	106	90	369	263	418	223	113		
ENSG00000226967	0	0	0	1	1	0	0	0	0		
ENSG00000229570	0	1	1	1	0	1	2	2	6		
ENSG00000203857	0	5	14	0	26	0	12	0	5		
ENSG00000226443	0	1	0	2	1	1	1	0	1		
ENSG00000249798	0	0	0	0	2	1	0	0	0		
ENSG00000239873	0	0	0	0	1	0	0	0	1		
ENSG00000240244	0	0	0	0	0	0	0	0	0		
ENSG00000260941	0	2	5	2	15	17	4	14	3		
ENSG00000198857	0	0	1	0	7	6	3	5	0		
ENSG00000143067	49	169	253	248	289	455	369	701	351		
ENSG00000134240	13	4056	615	2575	4794	1197	33400	881	3152		
ENSG00000134193	31	7983	90	62	12626	8798	4766	64533	2115		
ENSG00000227205	0	0	0	0	0	0	0	0	0		
ENSG00000226446	0	0	0	0	0	0	0	1	0		
ENSG00000134249	0	0	0	0	0	0	0	0	0		
ENSG00000092621	45	1408	166	234	1205	1406	1356	1557	345		
ENSG00000027644	2	2	1	4	13	1	11	1	4		
ENSG00000241992	0	0	0	0	0	0	0	0	0		
ENSG00000137970	70	143	167	303	320	437	450	106	183		
ENSG00000223229	0	0	0	0	0	0	0	0	0		
ENSG00000226973	0	0	0	2	0	0	0	0	0		
ENSG00000274468	0	0	0	0	0	0	0	0	0		
ENSG00000130764	209	684	432	875	874	1676	1373	1213	1160		
ENSG00000266075	0	5	0	1	2	2	6	3	5		
ENSG00000272153	2	91	64	147	108	205	207	217	190		
ENSG00000230026	0	0	0	0	0	0	0	1	0		
ENSG00000284770	5	351	104	279	754	539	781	439	277		
ENSG00000229795	0	0	0	0	0	0	0	0	0		
ENSG00000238236	0	0	0	0	0	0	0	0	0		
ENSG00000235638	0	0	0	0	0	0	0	0	0		
ENSG00000231199	0	0	0	0	0	0	0	0	0		
ENSG00000226663	0	0	0	0	0	0	0	0	0		
ENSG00000231582	0	0	0	0	0	0	0	0	0		
ENSG00000232714	0	0	0	0	0	0	0	0	0		
ENSG00000235761	0	0	0	0	0	0	0	0	0		
ENSG00000270710	0	0	0	0	0	0	0	0	0		
ENSG00000227236	0	0	0	1	0	0	0	1	0		
ENSG00000198837	289	925	318	1009	1943	1826	2182	1710	1428		
ENSG00000160741	374	603	311	720	1498	1718	2294	1093	805		
ENSG00000276584	0	0	0	0	0	0	0	0	0		
ENSG00000282386	5	11	13	8	19	23	32	21	7		
ENSG00000273026	1	9	1	5	16	14	10	7	3		
ENSG00000143578	45	259	136	250	591	932	684	1128	220		
ENSG00000143543	29	108	60	81	196	205	194	227	111		
ENSG00000285641	0	9	4	13	16	18	17	11	8		
ENSG00000143545	136	126	132	112	178	208	325	251	172		
ENSG00000177954	3376	8508	5520	7291	14007	17556	23130	14571	10742		
ENSG00000231416	5	3	5	4	4	2	6	8	5		
ENSG00000200220	0	0	0	0	0	0	0	0	0		
ENSG00000231837	0	0	0	0	0	0	0	0	0		
ENSG00000263987	0	0	0	0	0	0	0	0	0		
ENSG00000162642	124	247	128	267	482	522	970	383	381		
ENSG00000223254	0	1	1	1	4	1	4	2	0		
ENSG00000116198	211	689	313	663	1000	1438	1357	921	951		
ENSG00000169598	59	168	61	304	398	612	396	302	284		
ENSG00000226653	0	0	0	0	0	0	0	0	0		
ENSG00000207209	0	0	0	0	0	0	0	0	0		
ENSG00000272443	0	1	0	2	5	5	2	0	7		
ENSG00000272480	0	0	0	0	0	0	0	0	0		
ENSG00000162836	50	368	135	486	1177	1084	1076	1332	597		
ENSG00000207080	0	0	0	0	0	0	0	0	0		
ENSG00000231791	0	0	0	0	0	0	0	0	0		
ENSG00000244568	0	0	0	0	0	0	0	0	0		
ENSG00000116667	66	1301	882	481	2027	1608	1931	1608	1463		
ENSG00000230470	0	1	0	0	1	0	1	0	0		
ENSG00000232036	0	0	0	0	1	0	1	0	1		
ENSG00000215381	2	3	1	4	2	2	0	1	0		
ENSG00000284726	2	2	1	3	5	9	5	11	2		
ENSG00000201405	0	0	0	0	0	0	0	0	0		
ENSG00000271420	1	13	1	6	17	8	11	15	3		
ENSG00000232482	1	1	1	0	1	0	1	0	0		
ENSG00000285779	0	0	0	0	0	0	0	0	0		
ENSG00000270780	0	0	0	0	0	0	0	0	0		
ENSG00000232895	0	1	0	0	0	0	0	0	0		
ENSG00000273698	0	0	0	0	0	0	0	0	0		
ENSG00000273112	0	0	0	8	6	5	1	0	0		
ENSG00000173110	268	30	240	205	124	775	79	180	22		
ENSG00000224203	0	0	0	0	1	0	0	0	0		
ENSG00000224515	0	0	0	0	0	0	0	0	0		
ENSG00000231586	0	0	0	0	0	3	0	0	0		
ENSG00000234211	1	6	17	8	56	30	35	7	9		
ENSG00000143125	0	0	0	0	3	1	0	2	1		
ENSG00000143105	0	0	0	0	1	0	0	0	1		
ENSG00000199710	0	0	0	0	0	0	0	0	0		
ENSG00000237415	2	0	2	2	3	2	4	4	2		
ENSG00000232791	0	0	0	0	0	0	0	0	0		
ENSG00000177301	3	10	2	14	216	93	249	97	13		
ENSG00000279774	0	6	3	0	2	1	1	1	2		
ENSG00000286486	0	29	6	7	73	26	40	23	46		
ENSG00000244066	0	0	0	0	0	0	0	0	0		
ENSG00000287531	0	0	0	0	0	0	0	0	0		
ENSG00000283701	0	0	0	0	0	0	0	0	0		
ENSG00000207134	0	0	0	0	0	0	1	1	0		
ENSG00000227773	0	0	0	0	0	1	0	1	1		
ENSG00000207144	0	0	0	0	0	0	0	0	0		
ENSG00000237872	0	0	2	1	0	0	1	1	5		
ENSG00000271267	0	13	2	17	45	16	32	15	19		
ENSG00000225082	0	0	0	1	0	0	2	0	0		
ENSG00000223503	0	0	0	2	2	1	6	2	0		
ENSG00000160752	162	2236	957	1755	4848	5849	8972	4819	3242		
ENSG00000121957	147	2739	680	2342	6589	3625	9167	1966	2645		
ENSG00000235089	0	0	1	0	0	0	0	0	0		
ENSG00000285179	0	0	0	0	0	0	0	0	0		
ENSG00000223026	0	0	0	0	0	0	0	0	0		
ENSG00000188396	6	6	19	17	55	22	44	20	18		
ENSG00000202167	0	0	0	0	0	0	0	0	0		
ENSG00000207349	0	0	0	0	0	0	0	0	0		
ENSG00000252826	0	0	0	0	0	0	0	0	0		
ENSG00000206737	0	0	0	0	0	1	0	0	0		
ENSG00000242352	0	0	1	2	2	2	6	2	4		
ENSG00000270962	0	0	0	0	0	0	0	0	0		
ENSG00000252105	0	0	0	0	0	0	0	0	0		
ENSG00000237503	0	0	0	0	0	0	0	0	0		
ENSG00000276674	0	0	0	0	0	0	1	0	0		
ENSG00000082482	3	1	3	2	18	17	30	8	0		
ENSG00000116747	313	763	517	754	1768	1371	1677	1324	720		
ENSG00000134207	0	1	0	2	6	2	1	1	0		
ENSG00000163467	1	11	8	22	39	37	40	13	13		
ENSG00000243710	4	1	5	6	8	6	16	5	1		
ENSG00000117395	455	852	604	1432	1912	2730	2834	1411	1785		
ENSG00000116874	72	332	238	497	705	821	1002	434	599		
ENSG00000065600	107	156	102	166	274	342	452	283	208		
ENSG00000009780	73	306	137	255	500	730	505	494	337		
ENSG00000023572	106	390	260	363	1038	817	900	682	307		
ENSG00000215788	93	398	125	752	716	841	800	477	468		
ENSG00000117625	179	700	277	545	1601	1021	1957	1008	718		
ENSG00000179902	1	3	2	4	10	10	31	4	5		
ENSG00000143157	389	1466	630	1095	3787	3596	4418	2334	1681		
ENSG00000160781	21	67	10	41	80	54	151	90	37		
ENSG00000143344	235	267	151	368	1910	1085	992	249	268		
ENSG00000116396	46	169	140	275	685	509	891	434	315		
ENSG00000163875	426	846	449	860	1543	2565	2905	1214	1284		
ENSG00000131238	1185	1552	1795	1751	4457	5509	5773	2554	1972		
ENSG00000171680	341	384	334	1061	583	904	1179	598	795		
ENSG00000244457	0	0	0	0	0	0	0	0	0		
ENSG00000116977	407	1481	918	1696	4299	2982	4661	2865	1657		
ENSG00000229372	0	59	28	79	123	153	173	111	108		
ENSG00000274975	0	0	0	0	0	0	0	0	0		
ENSG00000229348	0	0	0	0	3	0	0	0	0		
ENSG00000242485	406	712	505	768	1041	1508	1420	936	1193		
ENSG00000264293	0	0	0	0	0	0	0	0	0		
ENSG00000272455	6	80	15	75	150	108	242	52	119		
ENSG00000179403	477	262	838	739	318	547	582	983	823		
ENSG00000215915	23	3	15	33	78	202	22	182	12		
ENSG00000236085	0	0	0	0	0	0	0	0	0		
ENSG00000234441	0	0	0	0	0	0	0	0	0		
ENSG00000227408	0	1	0	1	0	0	0	0	0		
ENSG00000135776	193	523	276	607	1593	1324	2030	866	1080		
ENSG00000199672	0	0	0	1	1	0	2	0	0		
ENSG00000201492	0	2	0	1	5	6	1	4	1		
ENSG00000135763	99	355	207	434	888	594	907	777	614		
ENSG00000213028	0	1	0	1	4	2	0	2	2		
ENSG00000225984	0	1	0	3	1	7	2	1	6		
ENSG00000178828	1	149	71	99	223	218	436	87	175		
ENSG00000169914	67	462	234	921	721	805	782	512	572		
ENSG00000188784	0	0	0	10	1	1	0	0	2		
ENSG00000242688	0	0	0	0	0	0	0	0	0		
ENSG00000177186	0	0	0	0	0	0	0	0	0		
ENSG00000177174	0	0	0	0	0	0	0	1	0		
ENSG00000162456	0	0	0	0	0	0	0	0	0		
ENSG00000079277	205	510	310	575	1597	1247	1874	487	622		
ENSG00000117407	10	19	9	18	29	31	65	6	46		
ENSG00000117408	154	505	308	630	1072	1626	1567	648	706		
ENSG00000117410	675	933	1134	1202	2222	2821	3617	1820	1862		
ENSG00000159214	30	123	77	166	259	311	745	262	348		
ENSG00000196517	55	312	99	323	412	561	519	272	250		
ENSG00000227163	0	0	0	0	0	1	0	0	0		
ENSG00000271647	0	11	4	5	2	5	7	6	4		
ENSG00000239560	0	0	0	0	0	0	0	0	0		
ENSG00000196539	0	0	0	0	0	0	0	0	0		
ENSG00000203661	0	0	0	0	0	0	0	0	0		
ENSG00000271934	0	0	0	0	0	0	0	0	0		
ENSG00000227102	0	0	0	0	0	0	0	0	0		
ENSG00000183310	0	0	0	0	0	0	0	0	0		
ENSG00000201602	0	0	0	0	1	0	0	0	0		
ENSG00000271701	0	0	0	0	1	0	0	0	0		
ENSG00000187238	0	0	0	0	0	0	0	0	0		
ENSG00000185962	0	0	0	0	0	0	0	0	0		
ENSG00000187223	0	0	0	0	0	0	0	0	0		
ENSG00000159455	0	0	0	0	0	0	0	0	0		
ENSG00000187173	0	0	0	0	0	0	0	0	0		
ENSG00000204501	0	0	0	0	0	0	0	0	0		
ENSG00000228229	0	0	0	0	0	0	0	0	0		
ENSG00000204481	0	0	0	0	1	0	0	0	0		
ENSG00000204479	0	0	0	0	0	0	0	0	0		
ENSG00000172031	31	96	62	112	280	226	717	184	36		
ENSG00000233228	0	0	0	0	0	0	1	0	0		
ENSG00000224678	0	0	0	0	1	0	0	0	0		
ENSG00000233401	0	0	0	0	0	1	0	0	0		
ENSG00000273487	1	2	0	1	1	1	1	0	0		
ENSG00000226773	0	0	0	0	0	0	0	0	0		
ENSG00000274481	0	0	0	0	0	0	0	0	0		
ENSG00000228594	10	60	44	250	31	138	67	60	74		
ENSG00000272106	9	62	34	61	115	128	121	90	103		
ENSG00000189409	1	2	2	3	0	0	3	11	2		
ENSG00000189339	210	1651	386	1828	2288	2578	2747	1097	1669		
ENSG00000008128	5	37	9	39	40	39	27	85	75		
ENSG00000268575	4	80	10	88	125	80	160	83	95		
ENSG00000008130	639	1173	753	1241	1630	1966	2481	1853	2269		
ENSG00000178821	13	16	28	51	28	69	32	55	64		
ENSG00000158477	1	4	0	7	104	30	43	23	3		
ENSG00000230942	0	0	0	0	0	0	0	0	0		
ENSG00000158481	8	8	1	9	285	28	91	32	15		
ENSG00000158485	5	1	0	2	57	5	16	3	3		
ENSG00000158488	2	6	0	2	144	11	46	13	7		
ENSG00000186306	0	0	0	0	0	0	0	0	0		
ENSG00000203758	0	0	0	0	0	0	0	0	0		
ENSG00000236257	1	4	2	3	4	2	2	2	4		
ENSG00000198703	0	0	0	0	0	0	0	0	0		
ENSG00000227445	0	0	0	0	0	0	0	0	0		
ENSG00000231434	20	28	21	26	11	22	15	56	34		
ENSG00000117505	746	1129	690	1242	2406	2473	3678	2238	1565		
ENSG00000229635	1	1	0	2	3	1	2	0	1		
ENSG00000207379	0	0	0	0	0	0	0	0	0		
ENSG00000212601	0	0	0	0	0	0	0	1	0		
ENSG00000162889	843	1570	1208	1706	3898	4070	4919	3884	2716		
ENSG00000224114	6	19	12	10	4	219	544	257	438		
ENSG00000199349	0	0	0	0	1	0	1	1	0		
ENSG00000162892	14	16	3	319	130	391	256	235	238		
ENSG00000162894	42	104	23	102	437	391	262	183	181		
ENSG00000271680	2	0	0	0	5	4	0	3	4		
ENSG00000226945	1	3	1	2	4	2	1	3	3		
ENSG00000162896	524	52202	16082	28286	49734	33740	55902	16797	29969		
ENSG00000162897	0	33	12	12	203	176	157	21	116		
ENSG00000182795	347	732	598	584	2055	1159	2810	1570	812		
ENSG00000198890	75	201	91	335	545	656	949	533	417		
ENSG00000224550	10	38	28	33	24	27	28	35	59		
ENSG00000142669	1300	2775	1910	2420	4111	4904	5915	8211	4189		
ENSG00000169442	78	74	167	104	473	266	301	104	103		
ENSG00000225854	0	4	2	4	7	3	10	2	6		
ENSG00000176083	61	1	3	12	7	9	8	5	11		
ENSG00000142910	759	1457	912	1277	1601	2542	4500	2361	2530		
ENSG00000162517	248	767	447	579	1326	2607	2760	1071	992		
ENSG00000241745	0	0	0	0	0	0	0	0	0		
ENSG00000228407	0	5	3	6	6	4	7	7	7		
ENSG00000223429	0	0	0	0	0	0	0	0	0		
ENSG00000224255	0	0	1	1	2	2	2	0	0		
ENSG00000236004	0	0	0	0	0	0	0	0	0		
ENSG00000237663	0	0	0	0	0	1	0	0	0		
ENSG00000213735	1	0	0	1	0	2	2	1	2		
ENSG00000272100	1	87	35	93	212	279	305	108	152		
ENSG00000085840	112	207	99	398	574	1547	911	278	643		
ENSG00000272226	0	0	1	0	4	4	4	0	0		
ENSG00000143751	286	618	418	593	1379	1199	1735	984	1086		
ENSG00000163041	254	2348	998	2027	4459	3843	5466	4632	3873		
ENSG00000270598	1	0	3	2	0	1	1	1	4		
ENSG00000182827	696	1319	1110	1362	3101	2911	3469	3032	1860		
ENSG00000223570	0	0	0	0	0	0	0	0	0		
ENSG00000185155	1	3	2	1	35	43	10	5	11		
ENSG00000236773	4	12	7	18	8	5	13	11	9		
ENSG00000201898	0	0	0	0	1	0	1	0	0		
ENSG00000143748	105	391	234	431	977	943	1329	787	418		
ENSG00000221406	0	0	0	1	1	0	1	3	2		
ENSG00000229742	0	0	0	0	1	0	0	2	1		
ENSG00000206887	0	0	0	0	0	0	0	0	0		
ENSG00000143771	261	492	377	552	1260	940	2328	596	615		
ENSG00000266618	0	0	0	0	1	0	0	0	0		
ENSG00000229991	1	1	1	1	0	0	0	1	3		
ENSG00000234247	0	0	0	1	0	1	0	1	0		
ENSG00000183682	55	149	75	380	637	1128	1445	161	220		
ENSG00000237624	2	2	3	6	10	7	12	3	3		
ENSG00000201457	0	0	0	0	0	0	0	0	0		
ENSG00000163909	93	134	247	364	676	1894	1096	297	498		
ENSG00000225903	0	0	0	0	1	1	1	0	2		
ENSG00000116983	2	1	3	3	17	5	5	2	1		
ENSG00000225333	0	0	0	0	0	0	0	0	0		
ENSG00000252413	0	0	0	0	0	0	0	0	0		
ENSG00000090621	738	2660	1316	3301	5862	5725	7937	3272	3615		
ENSG00000236994	0	0	0	0	0	0	0	0	0		
ENSG00000275406	0	0	0	0	0	0	0	0	0		
ENSG00000270287	0	0	0	0	0	0	0	0	0		
ENSG00000229965	8	5	11	2	21	26	24	4	5		
ENSG00000223282	0	0	0	0	0	0	0	0	0		
ENSG00000177770	1	0	0	3	0	0	0	0	0		
ENSG00000283933	0	0	0	0	0	0	0	0	0		
ENSG00000143369	1058	413	584	427	1511	1379	2428	888	909		
ENSG00000264553	1	0	0	2	1	0	0	0	0		
ENSG00000277452	2	0	0	3	3	0	1	2	2		
ENSG00000274963	0	1	1	3	3	1	2	0	1		
ENSG00000253047	1	2	1	1	9	5	4	10	5		
ENSG00000143420	1348	1892	1448	2179	3975	4845	5916	3353	2581		
ENSG00000276103	0	0	0	1	6	1	3	5	2		
ENSG00000143457	278	1203	470	764	2636	2782	3519	1580	953		
ENSG00000143452	3	6	0	12	18	34	33	2	1		
ENSG00000206931	0	0	0	0	0	0	0	0	0		
ENSG00000236713	0	0	0	0	1	0	0	0	0		
ENSG00000224690	0	0	1	4	6	3	6	0	0		
ENSG00000203804	0	17	40	77	164	61	157	46	36		
ENSG00000143384	4754	3536	4550	7355	18548	21277	15936	11761	10807		
ENSG00000154342	0	0	1	0	0	0	2	3	1		
ENSG00000276255	0	0	0	1	2	4	0	1	0		
ENSG00000284163	0	0	0	0	0	0	0	0	0		
ENSG00000143793	77	135	171	207	195	273	312	330	253		
ENSG00000162910	79	119	170	230	256	230	435	372	384		
ENSG00000224566	0	4	1	0	6	4	5	2	2		
ENSG00000287895	1	8	2	1	8	6	7	2	3		
ENSG00000280157	1	8	2	1	9	3	15	5	6		
ENSG00000227625	0	0	0	1	0	0	0	0	0		
ENSG00000198835	3	25	22	4	26	10	32	122	32		
ENSG00000181873	37	152	94	187	407	216	391	358	214		
ENSG00000162913	2	4	4	2	17	9	22	8	4		
ENSG00000269934	5	10	27	41	49	26	75	32	23		
ENSG00000270110	1	0	0	0	17	1	26	1	0		
ENSG00000286773	0	0	0	0	0	0	0	0	0		
ENSG00000287315	7	18	12	74	51	17	104	15	18		
ENSG00000270104	0	0	0	0	2	1	3	1	0		
ENSG00000154370	106	355	235	506	888	722	1216	969	665		
ENSG00000284311	0	0	0	0	0	0	0	0	0		
ENSG00000162931	1	11	8	18	37	13	60	27	17		
ENSG00000230841	0	0	0	1	0	0	0	0	0		
ENSG00000266174	0	0	0	0	0	0	0	0	0		
ENSG00000279306	1	0	0	0	1	0	0	0	0		
ENSG00000202056	0	0	0	0	0	0	0	0	0		
ENSG00000251823	0	0	0	0	0	0	0	0	0		
ENSG00000171960	32	628	258	691	1500	1403	1820	777	846		
ENSG00000234917	0	5	0	1	9	8	4	3	4		
ENSG00000065978	4079	8922	6539	12200	16669	24119	28611	11905	12243		
ENSG00000164007	0	0	0	1	1	1	0	0	0		
ENSG00000117385	278	193	373	630	1087	1648	1894	760	507		
ENSG00000001460	85	193	136	140	260	470	316	251	222		
ENSG00000117602	194	757	207	412	940	1510	1517	974	819		
ENSG00000184454	12	123	54	8	102	249	216	126	82		
ENSG00000227312	0	0	0	1	0	0	0	0	0		
ENSG00000239106	0	0	0	0	0	0	0	0	0		
ENSG00000116539	460	1197	1032	1265	4303	3287	4476	2054	1729		
ENSG00000250135	0	0	0	0	0	0	0	0	0		
ENSG00000084652	603	1529	890	1536	2717	3676	4257	1858	1710		
ENSG00000224066	0	48	25	92	99	103	136	113	115		
ENSG00000160051	19	80	38	139	161	260	261	158	188		
ENSG00000183615	29	33	20	60	48	87	91	68	58		
ENSG00000277617	0	0	0	0	0	0	0	0	0		
ENSG00000252450	0	0	0	0	0	0	0	0	0		
ENSG00000175130	1494	4015	1577	5570	3743	8813	13547	5212	6016		
ENSG00000162526	1	64	15	88	133	95	245	107	63		
ENSG00000168679	99	81	196	70	292	253	388	152	132		
ENSG00000206651	1	0	0	0	0	0	4	0	0		
ENSG00000134248	248	688	626	610	1303	1619	2626	919	1024		
ENSG00000252777	0	0	1	0	0	0	1	1	0		
ENSG00000198492	476	1452	727	1525	2485	4007	3528	1826	1790		
ENSG00000233427	0	1	0	5	3	7	3	0	3		
ENSG00000199756	0	0	0	0	1	0	0	0	0		
ENSG00000225616	19	61	43	29	15	20	21	43	74		
ENSG00000206704	0	0	0	0	0	0	0	0	0		
ENSG00000277958	0	0	0	0	0	0	0	0	0		
ENSG00000253304	22	184	161	217	312	524	531	222	226		
ENSG00000225750	0	1	0	0	0	0	0	0	0		
ENSG00000277916	0	0	0	0	0	0	0	0	0		
ENSG00000116353	60	235	129	277	360	643	598	312	592		
ENSG00000237934	1	3	2	5	9	20	5	4	6		
ENSG00000286231	0	0	0	0	0	0	0	0	0		
ENSG00000221571	0	0	0	0	2	0	0	0	0		
ENSG00000276642	0	0	0	0	0	0	0	0	0		
ENSG00000272823	0	0	0	0	7	1	0	1	2		
ENSG00000238078	1	2	1	1	19	9	5	3	1		
ENSG00000136630	21	17	43	61	85	74	91	34	38		
ENSG00000260505	0	2	0	0	0	0	0	2	0		
ENSG00000235163	0	0	0	0	0	0	0	0	0		
ENSG00000234863	0	0	0	0	0	0	0	0	0		
ENSG00000226226	0	0	0	0	1	2	1	0	0		
ENSG00000116141	7	66	31	29	271	418	1020	313	32		
ENSG00000243872	0	0	0	0	0	0	0	0	0		
ENSG00000162817	126	358	349	199	939	742	1097	872	384		
ENSG00000117593	141	772	486	1259	1991	1871	2990	849	1078		
ENSG00000236535	0	0	0	0	0	0	0	0	0		
ENSG00000225713	0	0	0	0	0	0	0	0	0		
ENSG00000215867	2	0	1	0	1	0	2	0	1		
ENSG00000201028	0	0	0	0	0	0	0	0	0		
ENSG00000197852	46	69	44	56	429	298	275	103	71		
ENSG00000284830	0	4	3	4	12	16	19	8	7		
ENSG00000232558	0	0	0	0	0	0	0	0	0		
ENSG00000237556	0	0	0	0	0	0	0	0	0		
ENSG00000276600	35	43	45	68	197	151	229	39	31		
ENSG00000228548	0	0	0	0	0	0	0	0	0		
ENSG00000238183	0	0	0	0	0	0	0	0	0		
ENSG00000228525	0	0	0	1	1	0	2	0	0		
ENSG00000233706	0	123	82	54	260	142	283	195	94		
ENSG00000287532	0	0	0	1	0	0	0	0	0		
ENSG00000270149	1	5	1	6	9	2	14	12	5		
ENSG00000232879	0	0	0	0	4	2	2	6	1		
ENSG00000215845	188	189	130	224	225	227	397	632	204		
ENSG00000158773	339	565	317	635	1896	1777	1831	880	820		
ENSG00000186517	416	260	237	284	1263	854	852	324	287		
ENSG00000143217	367	372	290	180	485	224	386	831	297		
ENSG00000162755	20	54	22	102	58	111	98	58	74		
ENSG00000143256	467	380	545	409	624	757	929	882	688		
ENSG00000158793	171	662	427	649	1509	1676	2106	986	972		
ENSG00000158796	143	519	319	608	1246	1315	1649	835	768		
ENSG00000238934	0	0	0	0	0	0	0	0	0		
ENSG00000196188	7	483	263	0	657	714	398	314	165		
ENSG00000163050	2	12	6	19	26	7	24	21	19		
ENSG00000235549	0	0	0	0	0	0	0	0	0		
ENSG00000174574	755	1078	662	839	2411	2481	3897	1500	1327		
ENSG00000168653	543	1550	635	869	2265	3095	4393	2058	1947		
ENSG00000206654	0	0	0	0	0	0	0	0	0		
ENSG00000222378	0	0	0	0	0	0	0	0	0		
ENSG00000287422	0	0	0	0	0	0	0	0	0		
ENSG00000226438	0	5	13	3	16	9	25	9	13		
ENSG00000217897	1	7	2	2	1	1	2	3	7		
ENSG00000288674	1	1	1	0	2	0	3	0	1		
ENSG00000228625	0	0	0	0	0	0	1	0	0		
ENSG00000261654	1	5	5	7	20	11	5	7	12		
ENSG00000121931	28	422	147	323	869	1227	1512	295	496		
ENSG00000225672	0	0	0	0	0	0	0	0	0		
ENSG00000252760	0	0	0	0	0	0	0	0	0		
ENSG00000272982	0	7	4	3	31	15	23	10	5		
ENSG00000273221	0	211	108	146	506	541	813	262	254		
ENSG00000162777	293	822	363	417	2239	2068	3184	996	985		
